uid,stance,set,distilbert-base-uncased_because,distilbert-base-uncased_since,distilbert-base-uncased_but,distilbert-base-uncased_while,distilbert-base-uncased_although,distilbert-base-uncased_though,distilbert-base-uncased_for,distilbert-base-uncased_with,distilbert-base-uncased_so,distilbert-base-uncased_yet,distilbert-base-uncased_still,bert-base-uncased_because,bert-base-uncased_since,bert-base-uncased_but,bert-base-uncased_while,bert-base-uncased_although,bert-base-uncased_for,bert-base-uncased_though,bert-base-uncased_with,bert-base-uncased_so,bert-base-uncased_yet,bert-base-uncased_still,bert-large-uncased_because,bert-large-uncased_since,bert-large-uncased_for,bert-large-uncased_but,bert-large-uncased_while,bert-large-uncased_although,bert-large-uncased_with,bert-large-uncased_though,bert-large-uncased_so,bert-large-uncased_yet,bert-large-uncased_still,roberta-base_because,roberta-base_since,roberta-base_but,roberta-base_for,roberta-base_although,roberta-base_though,roberta-base_while,roberta-base_with,roberta-base_so,roberta-base_yet,roberta-base_still,xlm-roberta-base_because,xlm-roberta-base_since,xlm-roberta-base_although,xlm-roberta-base_while,xlm-roberta-base_but,xlm-roberta-base_for,xlm-roberta-base_though,xlm-roberta-base_with,xlm-roberta-base_so,xlm-roberta-base_still,xlm-roberta-base_yet,roberta-large_because,roberta-large_since,roberta-large_while,roberta-large_for,roberta-large_but,roberta-large_although,roberta-large_though,roberta-large_with,roberta-large_so,roberta-large_yet,roberta-large_still,xlm-roberta-large_because,xlm-roberta-large_since,xlm-roberta-large_although,xlm-roberta-large_while,xlm-roberta-large_for,xlm-roberta-large_but,xlm-roberta-large_though,xlm-roberta-large_with,xlm-roberta-large_so,xlm-roberta-large_yet,xlm-roberta-large_still
1649,0,test,0.0913067758083343,0.0408493652939796,0.0283534694463014,0.0165168326348066,0.0357769168913364,0.0046930313110351,0.0001218515972141,1.91037524928106e-05,0.0003440961299929,5.935010631219484e-05,1.8724469441622205e-07,0.0426844470202922,0.0383756682276725,0.006347578484565,0.0027363568078726,0.006133712362498,0.0003043783653993,0.0009883118327707,4.917601836496033e-05,5.447879811981693e-05,8.616952982265502e-06,3.323093267226796e-07,0.210638090968132,0.109154388308525,0.0003736235084943,0.001822029822506,0.0039229472167789,0.0028136509936302,5.687244265573099e-05,0.0002589762443676,0.0002760672941803,1.371896723867394e-05,8.893040899238258e-07,3.846847903332673e-05,6.724013474013191e-06,8.170561045517388e-07,2.1837243480149482e-07,9.193279311148216e-07,3.958137710924348e-07,1.593308184055786e-06,1.9767723014041394e-09,1.2541246178443544e-05,1.3297482837515416e-05,2.185534953014212e-07,0.2789996266365051,0.0199852660298347,0.002686490304768,1.0708185072871856e-05,0.0001853133726399,1.400734390699654e-06,3.7843640257051447e-06,1.1498759988626261e-07,5.874243470316287e-06,2.264385557282367e-06,4.351733423391124e-06,1.4700359315611422e-05,5.204019544180483e-06,2.0431161829037592e-05,1.1463804838740545e-07,0.0001355227723252,3.085928619839251e-05,2.047095040325076e-05,1.0776721737215668e-08,9.925157655743533e-07,1.2778335076291114e-05,3.423689634018956e-07,0.5494562983512878,0.0856573730707168,0.0022338316775858,2.265071088913828e-06,1.2143769936301396e-06,1.2547957339847926e-06,1.1822705801023403e-06,4.3884593736720496e-08,3.102843766100705e-05,8.846115662208832e-08,2.334119812985591e-07
1650,1,test,0.2928093075752258,0.0421976633369922,0.0082952976226806,0.0289232842624187,0.0040437150746583,0.0022688107565045,0.0004570528981275,8.987193723442033e-05,0.000102432037238,2.458143717376516e-05,2.8620410930102483e-08,0.2991509437561035,0.0583718083798885,0.0053663686849176,0.007585525047034,0.0007855448056943,0.0003661643713712,0.0002008634037338,0.0001149741146946,3.092172846663743e-05,3.4415254503983306e-06,4.360484950893807e-08,0.3693479895591736,0.0602050498127937,0.0002708302636165,0.0006615205202251,0.0013856018194928,0.0003685993142426,3.080524766119197e-05,6.771085463697091e-05,5.983774462947622e-05,7.430011919495882e-06,2.928686058112362e-07,8.663308835821226e-05,1.3636558833240995e-05,3.990596439962246e-07,3.211841033134988e-07,1.353669745185471e-07,3.2921853687639675e-08,9.250874200006364e-07,6.803599017501938e-09,5.658977897837758e-05,8.322565918206237e-06,3.1470335670746863e-06,0.5265308618545532,0.0368885360658168,0.0007061087526381,3.644145408543409e-06,1.2853941370849498e-05,1.6897403156690416e-06,4.308897132432321e-07,9.690374014326153e-08,2.872084451155388e-06,2.351299315250799e-07,4.010007046417741e-07,4.941440784023144e-05,1.2606185009644832e-05,2.1234304767858703e-06,1.2716922981326206e-07,3.279573377312772e-07,1.053863840638769e-07,6.078415282217975e-08,7.873614649156481e-09,3.3687244922475656e-06,3.7523801665884093e-07,2.1194217936226778e-07,0.7621663212776184,0.0777408853173255,0.0002931444614659,1.103085992326669e-06,2.526230673538521e-07,3.537867314662435e-07,1.7207362645876858e-07,6.75994655807699e-08,5.679484729625983e-06,6.056438195400915e-08,1.302860681562379e-07
1651,0,test,0.0424399375915527,0.0125736389309167,0.0058876434341073,0.0378098413348197,0.0170837976038455,0.0015109417727217,7.739588909316808e-05,6.79679069435224e-05,9.320129902334884e-05,3.481203748378903e-05,9.92528157439665e-08,0.0429380722343921,0.0333725996315479,0.0048575024120509,0.0073556625284254,0.0051879067905247,0.0001642411516513,0.0011675505666062,6.597859464818612e-05,4.233133950037882e-05,3.644284106485429e-06,1.0023171626016848e-07,0.041566401720047,0.0212589129805564,6.503151234937832e-05,0.0020361740607768,0.0156385172158479,0.0312798209488391,2.8475644285208546e-05,0.0044656097888946,0.000250690820394,2.299515108461492e-05,1.6870357057996443e-06,0.0001360454334644,1.112103655032115e-05,2.102686494254158e-06,2.895262412039301e-07,3.2748682770034065e-06,1.1293813031443278e-06,3.803096433330211e-06,7.300747117966466e-09,3.5747023048315896e-06,3.7204997624940006e-06,3.0602215872477245e-08,0.1711168140172958,0.0746750235557556,0.0091687617823481,8.144779712893069e-06,9.633281479182187e-06,7.926324201434909e-07,1.365112439088989e-06,1.491552268362284e-07,2.189767656091135e-05,1.1375060466889408e-06,1.921494913403876e-06,3.90775348932948e-05,1.502544000686612e-05,3.6623085179599e-05,1.3261156084354297e-07,9.71712142927572e-05,3.945635398849845e-05,2.5655841454863548e-05,2.3115042324661772e-08,9.491928381066828e-07,4.2278920773242135e-06,6.74965363600677e-08,0.3352023363113403,0.0894597321748733,0.0046164928935468,2.083157232846133e-05,3.365275460964768e-06,7.349400220846292e-06,2.9951254418847384e-06,5.095810706734483e-07,7.533571078965906e-06,1.2939646865106624e-07,2.1419985785087197e-07
1652,1,test,0.2051908075809478,0.0435715541243553,0.0135626522824168,0.0410007238388061,0.0099436407908797,0.0039328313432633,0.0003385491727385,7.994039333425462e-05,0.0082762856036424,0.000797010725364,1.037753918353701e-06,0.3468977212905884,0.0858333259820938,0.008531192317605,0.0148802604526281,0.002540975343436,0.0004208713944535,0.0004061648505739,5.533996227313765e-05,0.0001478350022807,3.7693338526878506e-05,2.489600774424616e-07,0.0753997936844825,0.0119532123208045,9.140527254203334e-05,0.000781419686973,0.002775847679004,0.0003237504861317,2.0729416064568795e-05,5.399132714956068e-05,0.0026572891511023,0.0001909032289404,2.2651225663139485e-05,0.0001710488722892,1.621378214622382e-05,5.3317955462262034e-05,2.4688426947250264e-07,1.4565222272722167e-06,7.722454711256432e-07,1.5844036170165055e-05,1.5856468138508717e-08,1.313881602982292e-05,2.355766628170386e-05,3.4745386301437975e-07,0.1846141815185547,0.0097221340984106,0.0005822914536111,1.912487459776457e-05,0.0008874245686456,2.9337672913243296e-06,3.770453304241528e-06,2.1811224542034324e-06,7.82009374233894e-06,6.371624294843059e-07,3.830287823802792e-06,4.9495163693791255e-05,8.985719546217297e-07,1.6530988204976893e-06,5.843061785526515e-07,4.699603323388146e-06,2.349507894905401e-07,2.557732727836992e-07,8.681026741896859e-08,1.3190170875532203e-06,3.874897629430052e-07,9.381743382164133e-08,0.4145622253417969,0.019114451482892,0.0002073230134556,1.6950847339103348e-06,1.1836623343697283e-06,5.1885672291973606e-06,1.476342532669151e-07,2.490906183538755e-07,8.00596535555087e-06,1.4977709383856566e-07,3.670963621971168e-08
1653,1,test,0.3291820287704468,0.0201000813394784,0.0016260109841823,0.0241834726184606,0.0039057421963661,0.0008322543581016,0.0007683395524509,0.0006954220007173,0.0010302005102857,0.0006430281791836,9.996235348808112e-06,0.5534676313400269,0.0185156539082527,0.0008643722394481,0.0011596526019275,0.000694174435921,0.0003904623154085,6.792721978854388e-05,6.693452451145276e-05,0.000286722643068,0.0002606791967991,5.732027602789458e-06,0.5704621076583862,0.0507577173411846,0.0004582882393151,0.0003517747099976,0.0007572288159281,0.0004960192018188,6.780428520869464e-05,9.666422556620093e-05,9.349944775749464e-06,1.446573492103198e-06,3.231579626117309e-07,0.0001100622612284,1.7470410966780037e-06,7.087720405252185e-06,2.481390026787267e-07,1.791060952882617e-07,2.1714622278068418e-07,1.594021682649327e-06,1.984770214846776e-08,8.492076517541136e-07,1.0544810038481955e-06,9.813918921963705e-08,0.1258430480957031,0.0058417366817593,0.0001387607480864,1.6538568161195144e-05,0.0003041747258976,4.166176495346008e-06,2.5195888611051487e-06,1.645875499889371e-06,2.2993056063569384e-06,5.612719888858919e-08,2.08314432370571e-07,0.0001571606990182,1.4073767488298472e-05,4.082518444192829e-06,9.111972190112284e-07,4.25033340434311e-06,3.7469425251401844e-07,5.112542567076162e-07,1.164083229809876e-07,4.198230669771874e-07,3.886255797169724e-07,1.0298220587401374e-07,0.5426255464553833,0.0411884188652038,0.0004122217360418,1.625484969736135e-06,1.2490584140323335e-06,4.246954176778672e-06,2.198663366925757e-07,2.264876854951581e-07,3.297658111023339e-07,2.9604912299419084e-08,1.8220630337850707e-08
1654,1,test,0.3814305365085602,0.1149370744824409,0.0084916874766349,0.0070788292214274,0.0069291465915739,0.0019013811834156,0.000526103307493,5.9262023569317535e-05,6.283078255364671e-05,2.2888894818606783e-05,8.82585169392769e-08,0.0650582537055015,0.0160683784633874,0.0012688024435192,0.0004395070718601,0.0006979721365496,8.23616937850602e-05,6.643337110290304e-05,1.5469460777239874e-05,3.0419148515647976e-06,1.7726148371366437e-06,7.671864921121596e-08,0.0670601725578308,0.036413837224245,0.0001808935776352,0.0005495229270309,0.0002289279364049,0.0002889882889576,1.6881302144611254e-05,6.0279831814114e-05,7.229209586512297e-05,3.984306204074528e-06,8.5961306695026e-07,9.947664511855692e-05,4.396649819682352e-05,2.6775599053507904e-06,3.6408596315595774e-06,4.096959571597836e-07,2.513866093067918e-07,5.531763349608809e-07,2.8607702873273414e-08,0.0001618288224563,4.977500793756917e-05,2.1509591533686034e-05,0.5815590023994446,0.093689925968647,0.000781602342613,5.271037935017375e-06,3.964850839111023e-05,2.0410150227689883e-06,1.830287033044442e-06,1.817130623749108e-07,2.4403036604780937e-06,1.385112113894138e-06,6.60837486066157e-07,0.0002262447087559,2.535375824663788e-05,2.514876541681588e-06,3.2837106118677184e-06,2.39988594330498e-06,1.4923643902875483e-06,7.915433570815367e-07,1.480653963881196e-07,1.72031250258442e-05,6.3281204347731546e-06,2.2224048734642565e-06,0.3863341212272644,0.0880677923560142,0.0020331349223852,6.920157375134295e-06,2.929251195382676e-06,1.3206904441176448e-05,3.1150923405220965e-06,1.397941446157347e-06,1.4725940218340838e-06,3.3685481071188406e-08,4.396921440275037e-07
1655,1,test,0.2209024578332901,0.0746137201786041,0.0062470859847962,0.0740790516138076,0.0045759845525026,0.0026316528674215,0.0004251361533533,6.185095116961747e-05,0.002251902827993,0.0003973486018367,1.0167151458517765e-06,0.1429437398910522,0.0678691044449806,0.0172034185379743,0.0140676656737923,0.0024229795671999,0.0002834537299349,0.0007585861603729,2.9952645490993746e-05,0.0002140827127732,4.139900556765497e-05,4.578088237394695e-07,0.0146056804805994,0.0007499944185838,3.878950519720093e-05,0.0015066195046529,0.0011311942944303,0.0001028108308673,1.916286601044704e-05,3.774668221012689e-05,0.0012931053061038,0.0001471897121518,1.7052589100785553e-05,1.999688538489864e-05,8.961895900938543e-07,8.305063238367438e-05,9.973039283295293e-08,2.26552356252796e-06,2.0566619696182897e-06,2.7477499315864407e-05,1.658518478109272e-08,0.000101043129689,0.0001110823795897,5.542594408325385e-06,0.0991428270936012,0.0026553636416792,0.0003820309939328,0.0001032538275467,0.0006414579111151,2.762527628874522e-06,1.2525058991741387e-05,1.383881794936315e-06,3.722576366271824e-06,5.789217993878992e-07,1.4954807738831732e-06,4.0670620364835486e-05,2.385335392318666e-06,2.1707221094402485e-05,1.1684683158819098e-06,3.84109589504078e-05,1.6588984408372198e-06,2.231372263850062e-06,3.366877194821427e-07,3.0634491849923502e-06,6.75172486808151e-06,6.297354957496282e-07,0.0431318692862987,0.0069051869213581,0.000302374799503,7.387659570667893e-05,1.6112866205730825e-06,3.601543357945047e-05,9.019898925544112e-07,3.0743865409021964e-06,7.028743311821017e-06,2.588778329482011e-07,7.148364602471702e-07
1656,1,test,0.1969523429870605,0.0469598397612571,0.0277377665042877,0.0082880184054374,0.0072053782641887,0.0036550094373524,0.0006420365534722,4.635901132132858e-05,0.0008695559808984,0.0003623662923928,1.1984487855443149e-06,0.1529455184936523,0.0254321061074733,0.0188077483326196,0.0093712946400046,0.0018877416150644,0.0006970756803639,0.0007479357882402,9.597266762284562e-05,0.0003206456894986,6.894478428876027e-05,8.85488077528862e-07,0.1689750701189041,0.0202532056719064,0.0006775465444661,0.0043497672304511,0.0029125912114977,0.0006507347570732,0.0001122167959692,0.0001987452851608,0.0001855684822658,2.061960367427673e-05,6.366394245560514e-06,5.908327511860989e-05,3.6145636386208935e-06,9.67621417657938e-07,2.392869191680802e-07,1.0383117654555465e-07,3.923575064845864e-08,2.2761213358535323e-07,1.5423332611064211e-09,5.094475909572793e-06,1.517230975878192e-05,3.646412096713903e-07,0.4927884638309479,0.0246139876544475,0.0007244829903356,5.693928414984839e-06,8.59481660882011e-05,1.8445045952830696e-06,1.2010160617137444e-06,1.0546010287271201e-07,1.7360063111482305e-06,4.103605135696853e-07,2.638593628034869e-07,5.5136839364422485e-05,5.404933290265035e-06,6.487042583103175e-07,1.7262415497043548e-07,3.010443663242768e-07,7.194645945673983e-08,8.158325925933242e-08,6.426445153806526e-09,1.0551153764026822e-06,1.1533710448929924e-06,1.970296921172121e-07,0.7009708881378174,0.0469821915030479,0.0002682052145246,5.679628429788863e-07,3.598847797547933e-07,5.479868150359835e-07,9.893198438248876e-08,1.54446482270032e-08,3.142430671232433e-07,2.0872011674555324e-08,2.6253776042040045e-08
1657,1,test,0.2898879051208496,0.1032405570149421,0.0171574037522077,0.0031747843604534,0.0064882719889283,0.0028145613614469,0.0008695409051142,2.4049422790994868e-05,0.0004075664037372,0.0002096895041177,5.745058615502785e-07,0.2875729203224182,0.1277079582214355,0.0460150018334388,0.0011920724064111,0.0050029065459966,0.0008470696047879,0.0020477592479437,3.0470273486571383e-05,0.0001324157929047,4.487562182475813e-05,7.184451646935486e-07,0.1573252975940704,0.0166858844459056,0.0004666037566494,0.0083374502137303,0.001126526040025,0.0004704815801233,3.0159806556184776e-05,0.0001497568446211,0.0002319075720151,2.706573468458373e-05,2.17565275306697e-06,6.214442691998556e-05,1.5175721273408271e-05,2.861218263205956e-06,4.953749339620117e-07,1.968844287603133e-07,9.652863752762644e-08,1.6371469655496185e-06,6.482619330228091e-09,1.404712656949414e-05,2.3156748284236528e-05,4.233224331073871e-07,0.300713449716568,0.0353755578398704,0.0021671457216143,4.589047875924734e-06,6.455940456362441e-05,1.8328771602682536e-06,1.948855924638337e-06,6.697068499761373e-08,1.5819085092516616e-05,4.470835506253934e-07,5.361329726838449e-07,3.610637577367015e-05,6.162174940982368e-06,3.212542196706636e-06,2.95772679237416e-06,6.620105637011875e-07,1.8329939166505937e-07,1.1793236609491946e-07,1.8966547443710624e-08,1.4626873507950222e-06,2.93905998205446e-07,1.7200638069425622e-07,0.2589232921600342,0.0190456062555313,0.0007612403132952,6.364104478961963e-07,7.175089535849111e-07,6.860665962449275e-06,2.078374876646194e-07,4.13944682975398e-08,1.1533358701854011e-05,2.393955185198138e-07,1.5961429653543746e-06
1658,1,test,0.2518150508403778,0.0590420365333557,0.010982995852828,0.0392865799367427,0.0120434323325753,0.0029783896170556,0.0002192896499764,0.0001485243265051,1.6939302440732718e-05,8.61769058246864e-06,1.146784995853523e-07,0.1014845669269561,0.052281092852354,0.0252772644162178,0.0298202764242887,0.003421158529818,0.0001986613788176,0.0009125869255512,4.449515472515486e-05,3.895612462656573e-05,6.596655111934524e-06,1.1633737528882193e-07,0.2447717189788818,0.0702328160405159,0.0010090965079143,0.0070251603610813,0.0118574853986501,0.0005980600835755,8.189279469661415e-05,0.0001208267349284,1.4880728485877626e-05,7.074297172948718e-06,4.490981950766582e-07,1.80666643245786e-06,1.8472309903927453e-08,3.891033486524975e-07,2.6910891293141503e-09,3.5076020310498286e-08,2.481968763845544e-08,5.856008442606253e-07,7.285449465932459e-10,3.773099479076336e-06,1.1603640359680869e-06,6.745149505604786e-08,0.2261299192905426,0.0390769429504871,0.0011498667299747,0.0003677803324535,7.92029095464386e-05,1.45150431762886e-06,5.573361704591662e-06,1.0056924111268015e-06,6.87526835463359e-06,1.2215735978315934e-06,2.733268900101393e-07,1.4453505173150916e-05,2.1637761165038683e-06,5.045035777584417e-06,8.430578901652552e-09,2.514383083962457e-07,6.081268821844787e-08,7.770765364512044e-08,2.737342130743059e-09,1.978903128474485e-06,1.6740482067234552e-07,1.0467816480286277e-07,0.1317532807588577,0.029569761827588,0.0022321692667901,6.79589311403106e-06,1.0595084631859208e-07,9.50455887505086e-06,3.4945849165524123e-06,7.102574528516925e-08,2.526352000131737e-05,2.565242880336882e-07,5.016355544285034e-07
1659,0,test,0.25841224193573,0.1403748393058776,0.0304471682757139,0.018470611423254,0.0234200693666934,0.0077373879030346,0.001263907761313,0.0001689403870841,3.0039058401598595e-05,2.482192576280795e-05,1.2634407653422386e-07,0.124374896287918,0.110104851424694,0.0271299984306097,0.0168033447116613,0.0065452884882688,0.0013416830915957,0.001317364629358,0.0002455529756844,2.579174861239153e-06,1.2754965155181708e-06,3.999552333766587e-08,0.4839493632316589,0.1166125535964965,0.0008427128195762,0.0010595237836241,0.0004026278038509,0.000418087147409,1.929800055222585e-05,9.543738269712776e-05,6.9487368818954565e-06,2.968177795992233e-06,2.519687996027642e-07,6.457546987803653e-05,2.461023723299149e-05,3.2298589758283924e-07,1.4705053672514623e-06,1.3644178409322194e-07,1.0000933059473029e-07,4.107019435650727e-07,4.796644414994944e-09,3.0215851438697428e-05,9.513816621620208e-06,7.031240443211573e-07,0.5683133602142334,0.083615593612194,0.0022282630670815,2.7532871627045097e-06,1.455443270970136e-05,7.563622830275563e-07,2.2957933651923668e-06,5.6208897092346894e-08,4.035481106257066e-05,8.39155575249606e-07,2.1916009700362338e-06,7.476120663341135e-05,2.0550531189655885e-05,2.810466412483948e-06,1.4991841226219549e-06,1.0341810821046238e-06,6.044372184987878e-07,2.850718772151595e-07,1.1474960537327661e-08,5.034958576288773e-06,1.9662950307974825e-06,3.810601185705309e-07,0.4566468298435211,0.0740472972393035,0.0011480477405712,1.9116087059956044e-06,1.0398392760180286e-06,1.519394459137402e-06,1.367969503007771e-06,1.1783185982494616e-07,6.281910464167595e-05,3.6730747865476587e-07,5.438173502625432e-07
1660,0,test,0.3250252306461334,0.0530509129166603,0.0172040350735187,0.0472950600087642,0.0193292964249849,0.0059732473455369,0.0001670166529947,0.0001077680499292,4.31589869549498e-05,1.1067339073633777e-05,9.582040405575756e-08,0.0377492532134056,0.009627210907638,0.0022477437742054,0.0009492093813605,0.0012007303303107,3.73418333765585e-05,0.0001307285565417,1.3877554920327384e-05,1.3341767953534143e-05,2.1332155029085698e-06,4.5886867638955664e-08,0.0100035620853304,0.0054988879710435,1.230117049999535e-05,0.0002058912359643,0.0003893598623108,0.0001096436317311,5.8696036830951925e-06,2.152962042600848e-05,0.0004207446763757,2.954367482743692e-05,2.2987942429608665e-06,0.000146159887663,2.952818977064453e-05,2.705656697798986e-05,1.0062976798508316e-06,1.8121930907000203e-06,7.979304541549936e-07,2.9193624868639745e-06,4.0014342062022485e-08,1.4889719750499353e-05,1.4271151485445444e-05,7.486988806704176e-07,0.1556401550769806,0.0103570725768804,0.0004337012651376,1.2610301382665057e-05,0.0013768492499366,2.5147830911009805e-06,6.518149803014239e-06,4.257667569618207e-06,4.226763394399313e-06,8.946381626628863e-07,5.373808562580962e-07,7.161790563259274e-05,1.5805084103703848e-06,4.3130330595886335e-06,5.820690489599656e-07,9.939478331943974e-06,6.066059086151654e-07,5.155862368155795e-07,1.1795668797276448e-07,2.437796865706332e-06,4.62808230849987e-07,1.6436347038961685e-07,0.39131760597229,0.0235556475818157,0.0002793844032566,1.6787932963779897e-06,1.0160939609704656e-06,4.0724494283495005e-06,2.543150685596629e-07,2.142291037898758e-07,3.787743935390608e-06,8.090081138334426e-08,6.21348945628597e-08
1661,1,test,0.0228120889514684,0.0069353738799691,0.0170228313654661,0.0045585730113089,0.010080549865961,0.0055302954278886,4.351575262262486e-05,2.0461762687773444e-05,0.0056820823810994,0.0002068558824248,6.027814265507914e-07,0.0072711394168436,0.0019496554741635,0.0011375098256394,0.0006325323483906,0.0002912260824814,2.1504783944692463e-05,9.306095307692884e-05,4.792516847373918e-06,0.0004091507580596,6.408714398276061e-05,5.992739033899852e-07,0.0099599324166774,0.003687857883051,0.0002767528058029,0.0049315113574266,0.0048691793344914,0.0004275051469448,0.0001103007161873,0.000231495432672,0.0006976322620175,9.663106175139546e-05,6.357992333505536e-06,1.9809558580163863e-05,3.702997219079407e-06,1.48423691825883e-06,4.321450219890721e-08,4.775434945258894e-07,1.6268624847270985e-07,2.271434738077005e-07,1.7952596076398204e-09,1.3910043890064117e-05,1.4216693671187386e-05,5.3948642886325615e-08,0.2521509528160095,0.0306012853980064,0.0026548837777227,8.202317985706031e-06,1.5210148376354482e-05,5.102675117996114e-07,1.0819106819326407e-06,7.2736661138606e-08,3.839541022898629e-06,4.689445987082763e-08,9.441590265169e-08,1.624777178221848e-05,8.308876203955151e-06,1.0513700772207812e-06,5.350547027660468e-08,1.2686776074133377e-07,2.8048984290762746e-07,2.1242543368771294e-07,5.378539391642789e-09,1.0795409252750687e-05,5.02119337397744e-06,1.761615635587077e-07,0.4784353673458099,0.0466349571943283,0.0005056940717622,1.070303596861777e-06,1.9913228754830925e-07,3.809448969605001e-07,1.4834483863523928e-07,4.164512645843389e-08,1.8593083268569897e-06,4.0828297187545104e-08,2.646832975017332e-09
1662,1,test,0.2002926766872406,0.0624598674476146,0.0209167450666427,0.0141507908701896,0.0046097286976873,0.0028441874310374,0.001328848185949,4.292256562621333e-05,0.0091704856604337,0.0046212840825319,5.409677669376833e-06,0.392935186624527,0.1072925701737403,0.0598705932497978,0.0066123325377702,0.0013741689035668,0.0008222826290875,0.0005869537126272,3.08585113089066e-05,5.001259705750272e-05,2.1426985767902806e-05,4.428580666626658e-07,0.5126302242279053,0.038334172219038,0.0067172809503972,0.0254562851041555,0.0019994038157165,0.0003118197200819,3.976192238042131e-05,0.0002171858359361,0.0004920112551189,7.261285645654425e-05,3.726323484443128e-06,4.13198686146643e-05,7.917197990536806e-07,1.4792267393204384e-05,2.8663117745963973e-07,6.162495225225939e-08,5.0217884961512034e-08,2.163143477673657e-07,6.8293610766545515e-09,1.5476456383112236e-06,1.5185751180979423e-05,3.817850142695534e-07,0.3092783391475677,0.0197192281484603,0.0010848235106095,4.008476025774144e-06,0.0001143875342677,3.370174226802192e-06,8.130178912324482e-07,6.979195177336808e-08,9.061493074113969e-06,3.889960282776883e-07,3.157680907861504e-07,6.3958483224269e-05,2.190718760175514e-06,8.348785058842623e-07,7.798118986102054e-07,4.7368038735839946e-07,5.15734654982225e-08,4.8873129543380855e-08,4.569066458515181e-09,3.2790023851703154e-06,4.550323353669228e-07,7.58786939059064e-07,0.2667711675167084,0.0090380413457751,8.882887050276622e-05,4.549564209810342e-07,8.545969762963068e-07,1.594625246070791e-06,4.134072639772057e-08,1.8333361495592733e-08,4.350869176050765e-07,1.7827337828180134e-08,5.784932355368255e-08
1663,1,test,0.0686717182397842,0.024621095508337,0.0243123527616262,0.0296451151371002,0.0091430451720952,0.0027917800471186,0.0003772344207391,9.34661875362508e-05,0.0002979831187985,0.0001208614048664,4.933359605274745e-07,0.0901035666465759,0.0272474661469459,0.0482982359826564,0.0027134430129081,0.0025617480278015,0.000266382965492,0.0007922922377474,4.7336397983599454e-05,6.104437943577068e-06,3.0425458135141525e-06,9.75698455363272e-08,0.1257082670927047,0.0127973826602101,0.0008618747233413,0.007072458975017,0.0020844773389399,0.0008599961875006,7.155393541324884e-05,0.0001428932737326,0.0003585437079891,6.421786383725703e-05,6.524429863929981e-06,3.514179479680024e-05,2.478283477103105e-06,7.106389716682315e-07,4.89400179048971e-07,1.0411230277895812e-07,1.2611472754997521e-07,3.0011935336915485e-07,2.0139790279927183e-08,7.213165190478321e-06,1.300020085182041e-05,5.069039616500959e-06,0.1186825037002563,0.018359400331974,0.0005179373547434,1.1896781870746054e-05,0.0004711934889201,4.543275281321257e-06,2.93704306386644e-06,4.220845823965648e-07,3.8178539398359135e-05,2.9634268230438465e-06,1.3926600104241516e-06,7.109368743840605e-05,5.493859589478234e-06,1.3681514246854933e-05,8.855109626892954e-06,3.019080850208411e-06,1.6070284800662191e-06,4.4775626406590163e-07,1.640950415549014e-07,3.491712448067119e-07,5.3678495532949455e-06,8.999058991321363e-07,0.1201858147978782,0.0430240854620933,0.0003666029660962,1.92072729987558e-06,7.480703970941249e-06,1.1914932656509336e-05,7.624491331625904e-07,1.100841473089531e-06,1.493895410931145e-06,5.977609873752955e-08,3.23105865618345e-07
1664,1,test,0.0490509048104286,0.0159594789147377,0.0189074538648128,0.0315457545220851,0.013263682834804,0.0028658653609454,0.0002545846218708,8.45563699840568e-05,0.0001979926310013,7.798293518135324e-05,1.9362509817710818e-07,0.061133611947298,0.0152711356058716,0.0320729091763496,0.0043369531631469,0.0033490816131234,0.000133807567181,0.0007622612756676,4.135565905016847e-05,3.375491132828756e-06,2.2362823983712588e-06,5.843175898689879e-08,0.0800102204084396,0.0077452445402741,0.0004593307967297,0.0065483856014907,0.0019272783538326,0.0013025603257119,5.030390093452297e-05,0.0001649407640798,0.0001238370459759,2.262109592265915e-05,3.2183711482502986e-06,1.261290890397504e-05,8.324051918862096e-07,3.45095571674392e-07,6.637183673774416e-07,4.84485326524009e-07,4.19005715457388e-07,1.1065237686125329e-06,5.5439002721868746e-08,7.373179869318847e-06,4.946041372022592e-06,2.6671386876842007e-06,0.0603309385478496,0.0159072689712047,0.0013938484480604,1.4805761566094588e-05,0.0003416541439946,1.9901065115845995e-06,2.5289507448178483e-06,2.211990732803315e-07,2.0019284420413896e-05,3.1424294775206363e-06,2.8627212032006355e-06,5.942516054346925e-06,5.93302218021563e-07,1.1246412213949952e-05,1.3236600580057711e-06,1.2958714705746388e-06,1.2462749054975577e-06,4.573434750909655e-07,7.802943002843676e-08,6.752630383743963e-07,2.402193786110729e-06,9.079172968995408e-07,0.0275362208485603,0.0297282431274652,0.0006433203234337,1.189377371701994e-06,2.146638507838361e-06,1.4499976714432703e-05,1.212151119034388e-06,1.5210684978228528e-06,1.4310711549114783e-06,8.599168666023618e-08,6.876026077407005e-07
