uid,stance,set,distilbert-base-uncased_because,distilbert-base-uncased_since,distilbert-base-uncased_as,distilbert-base-uncased_for,distilbert-base-uncased_given,distilbert-base-uncased_with,distilbert-base-uncased_so,bert-base-uncased_because,bert-base-uncased_as,bert-base-uncased_since,bert-base-uncased_for,bert-base-uncased_with,bert-base-uncased_given,bert-base-uncased_so,bert-large-uncased_because,bert-large-uncased_as,bert-large-uncased_since,bert-large-uncased_for,bert-large-uncased_with,bert-large-uncased_given,bert-large-uncased_so,roberta-base_because,roberta-base_as,roberta-base_since,roberta-base_for,roberta-base_given,roberta-base_with,roberta-base_so,xlm-roberta-base_because,xlm-roberta-base_since,xlm-roberta-base_as,xlm-roberta-base_for,xlm-roberta-base_with,xlm-roberta-base_given,xlm-roberta-base_so,roberta-large_because,roberta-large_as,roberta-large_since,roberta-large_given,roberta-large_for,roberta-large_with,roberta-large_so,xlm-roberta-large_because,xlm-roberta-large_since,xlm-roberta-large_as,xlm-roberta-large_for,xlm-roberta-large_with,xlm-roberta-large_given,xlm-roberta-large_so
1182,0,test,0.1076364815235138,0.0530371256172657,0.0251026377081871,0.0008911781478673,0.0002105756284436,0.000173213717062,0.0059585096314549,0.0958893969655036,0.0776852294802665,0.0869757905602455,0.0007168860756792,7.166146679082885e-05,5.6166143622249365e-05,0.0003744922287296,0.065194122493267,0.097636304795742,0.0607037134468555,0.0007865415536798,0.0001974009501282,0.0001292720262426,0.0003226980334147,2.4047883925959468e-05,6.52796870781458e-06,4.3827376430272125e-06,8.072704105188677e-08,1.1342885386511625e-07,3.1030829017453243e-09,5.796759069198743e-06,0.1983014196157455,0.0386710502207279,5.20849680469837e-05,2.176456064262311e-06,4.701389286765334e-07,6.107742933636473e-08,2.1873861442145426e-06,0.0001181326588266,3.187622132827528e-05,5.001590579922777e-06,1.0256566156385816e-06,4.5857753150357894e-08,2.0984559867542885e-08,5.5985314247664064e-05,0.4722717404365539,0.1007490381598472,8.894411621440668e-06,1.219129615037673e-07,2.418902340650675e-07,1.7382793870979185e-08,1.3214685168350115e-06
1183,0,test,0.1611934155225753,0.0508466660976409,0.0248337499797344,0.0024822314735502,0.0001833537389757,0.0001545005798107,0.0055057681165635,0.1525311917066574,0.0503372140228748,0.0386181138455867,0.0013017818564549,0.0001035925743053,3.568416650523432e-05,0.0005737082683481,0.1005394607782363,0.0412350334227085,0.0329211167991161,0.0006468999199569,8.222966425819322e-05,1.5391580745927058e-05,0.0006874754908494,1.3424888493318576e-05,2.5661072413640795e-06,3.185590230714297e-06,7.774331578502824e-08,1.3538318022199292e-08,3.985108687487582e-09,1.9320523279020563e-05,0.0884808003902435,0.0059644994325935,3.937900692108087e-05,7.868064813010278e-07,3.0128356343084306e-07,5.489921406365284e-08,6.541084985656198e-06,1.6605137716396712e-05,5.403726390795782e-06,1.029805616781232e-06,1.10011775689145e-07,4.8444736222563733e-08,4.380590112873506e-09,2.7417202090873616e-06,0.2531999349594116,0.0438711680471897,9.41963298828341e-06,1.6031326310894658e-07,7.268792501236021e-08,3.631821732241746e-09,1.4927391021046788e-06
1184,1,test,0.1240737438201904,0.0137843992561101,0.023048922419548,0.0045433500781655,0.000256923638517,0.0001744806941132,0.0440590642392635,0.0211670622229576,0.0046008746139705,0.001619886374101,0.000217075983528,4.167604129179381e-05,1.7491043763584457e-05,0.0029924034606665,0.0013831100659444,0.002154519315809,0.0001434580190107,1.0641040717018768e-05,1.5246396287693642e-05,1.1946958693442866e-06,0.0001241680874954,6.82727768435143e-05,1.2956328419022611e-06,5.787227337350487e-07,1.776203895076378e-08,4.473873715937771e-09,5.37883348972201e-10,2.931697054009419e-06,0.1835347861051559,0.0180605873465538,1.216823966387892e-05,3.5298020861773693e-07,6.137972974329386e-08,8.710512311438379e-09,1.5715305323737996e-07,5.815305121359416e-05,1.784861524356529e-05,2.641014816617826e-06,2.467561728280998e-07,2.1020030160912032e-08,2.389369813116104e-09,3.2235168418992544e-06,0.5096275806427002,0.0306997615844011,2.0127595234953333e-06,5.8225516852417065e-08,4.614899040689126e-08,2.8913680338860104e-09,9.273602330495124e-08
1185,1,test,0.0411210134625434,0.0084568383172154,0.0176316332072019,0.0011788492556661,5.14488092449028e-05,9.197204053634778e-05,0.0010591316968202,0.0215161126106977,0.0142459459602832,0.0077086957171559,0.0001819243479985,5.8727713621919975e-05,8.751976565690711e-06,0.0002255906438222,0.0539799183607101,0.0990025922656059,0.0321643725037574,0.0001377164589939,6.4247811678797e-05,1.7603362721274607e-05,8.325974340550601e-05,5.0039256166201085e-05,3.376359927642625e-06,1.3463350114761852e-05,3.890271216278053e-08,5.857134155462519e-08,1.8395512890734267e-09,9.197739927913062e-06,0.2842658460140228,0.069110207259655,2.771426807157696e-05,3.172475544488407e-07,1.2159479467754866e-07,2.588389058644225e-08,1.1514575817272998e-05,3.592154462239705e-05,2.2074131265981123e-05,6.347304861265002e-06,9.96914991446829e-07,8.400276385600591e-08,1.1036263458663598e-08,3.10036625705834e-06,0.1014613285660743,0.054378405213356,6.818537258368451e-06,3.318704671073647e-07,5.8203988828609e-07,9.016796198579868e-09,2.344734866710496e-06
1186,1,test,0.087472453713417,0.0061518615111708,0.0182406492531299,0.0035479490179568,0.0001492050214437,0.0002729865373112,0.0218816380947828,0.0013220808468759,0.0029667634516954,0.0001695185346761,0.0001406820956617,1.730127951304894e-05,1.511932714493014e-05,0.0011214573169127,0.0003855055838357,0.0039173569530248,5.0688271585386246e-05,1.0195167305937504e-05,5.215849796513794e-06,7.959438903526461e-07,0.0007211184711195,2.1134443159098737e-05,2.9912389436503872e-06,2.4292614853038685e-06,1.7935781215783209e-07,9.734329786681428e-09,5.224044308249631e-09,1.2684376997640356e-06,0.0098396390676498,0.0017276473809033,1.1482641639304347e-05,1.1632712357823038e-06,4.3449844611132e-08,3.2128475879744656e-08,1.245347220901749e-06,3.8017660699551925e-05,1.9687671738211066e-05,5.191382570046699e-06,2.9211904006842815e-07,3.0234865278089273e-08,4.697590316737887e-09,3.894672772730701e-06,0.1279665678739547,0.0057494053617119,7.283873628693982e-07,3.5452330848784186e-08,2.7823244153069033e-08,1.3756221717287072e-09,2.91537787688867e-07
1187,1,test,0.0374233275651931,0.0094972662627696,0.0248545818030834,0.0025038328021764,0.0001169001698144,0.0005063723074272,0.016884047538042,0.0087648089975118,0.0419948175549507,0.0028227551374584,0.0027920992579311,0.0015750197926536,7.852809358155355e-05,0.0010063543450087,0.2522085309028625,0.1042845621705055,0.0344420745968818,0.0005576660623773,0.0002275753795402,7.192361226771027e-05,0.0006342894630506,4.438131145434454e-05,7.452632416971028e-06,1.2339222621449153e-06,8.171988241656437e-08,6.259803342345549e-08,3.267330406231394e-09,1.422373657078424e-06,0.0179888308048248,0.0032830401323735,1.0054071026388556e-05,5.560139584304125e-07,7.617369988111022e-07,1.3472456039664849e-08,6.489962061095866e-07,1.3908269465900958e-05,5.155555300007109e-06,4.513838121056324e-06,2.821767566274503e-07,4.264020603272911e-08,2.022927958478249e-08,1.3821728543916834e-06,0.0694909766316413,0.0035594054497778,9.113301757679436e-07,8.197165612955361e-09,1.2174295349609564e-08,1.051284392872276e-09,2.5685739046821254e-07
1188,1,test,0.1193020641803741,0.0079114474356174,0.0143752479925751,0.0003679961082525,1.5866555258980952e-05,0.0001623763964744,0.0137342922389507,0.043054524809122,0.0133909052237868,0.00567661318928,0.0001280237920582,3.2594718504697084e-05,5.896551101614023e-06,0.0002857116342056,0.049980204552412,0.0158636849373579,0.0088727138936519,0.0001549617154523,6.378795205819188e-06,2.6692023311625235e-06,0.0006331764161586,0.0001339511218247,1.145195619756123e-05,6.853232662251685e-06,2.786759978334885e-07,1.233682400680891e-08,9.720385385492136e-09,5.296995732351206e-05,0.3785060346126556,0.0267070047557353,0.0003085891075897,3.213225454601343e-06,8.399387638746703e-07,8.028334264054139e-08,1.159435214503901e-05,0.0003206808469258,1.3376377864915412e-05,1.809647619666066e-05,4.563563322790287e-07,6.829245648987126e-07,7.224466003208363e-07,1.101861244023894e-06,0.3908107876777649,0.033851008862257,1.4002218449604698e-05,9.158456464319896e-07,1.3738713278144132e-07,1.5711895784420452e-08,4.304996309656417e-06
1189,0,test,0.0860653594136238,0.0133235249668359,0.0653003454208374,0.001257728668861,7.394821295747533e-05,0.0001483806991018,0.0143564380705356,0.0336803756654262,0.0282225236296653,0.0043676663190126,0.0001508115092292,4.147882282268256e-05,4.232796982250875e-06,0.0006311172619462,0.0362962037324905,0.0649594068527221,0.0280293487012386,0.0002323047665413,1.4829362953605596e-05,5.571659585257294e-06,0.0020275847055017,7.394957356154919e-05,5.45499351574108e-05,2.629155096656177e-05,4.770128612108238e-07,2.7430397153693775e-07,2.4087547956241906e-08,1.4562488104274962e-05,0.387395292520523,0.0547706447541713,0.0003761481784749,2.130119128196384e-06,1.6509901570316288e-06,1.5572985034850717e-07,2.652241710165981e-05,0.0001685095194261,3.701620516949333e-05,1.4297499546955804e-05,4.442270551408001e-07,1.261690982801156e-07,2.1602531319331323e-08,1.492709202466358e-06,0.2708896398544311,0.0782109424471855,0.0001004652949632,2.157705694116885e-06,1.0981998457282316e-06,1.230544484087659e-07,8.66482423589332e-06
1190,0,test,0.0465017333626747,0.0017714879941195,0.0030837631784379,7.557112257927656e-05,1.883993718365673e-05,6.84599717715173e-06,0.0527443401515483,0.0390134900808334,0.0041000600904226,0.0040648411959409,6.42693557892926e-05,5.60954185857554e-06,5.5900122788443696e-06,0.0009854381205514,0.0136774713173508,0.0015433552907779,0.0013997090281918,7.10123495082371e-05,1.066142544914328e-06,1.2564804592329892e-06,0.0013298683334141,0.0001279992138734,3.107051816186868e-05,2.0442428649403155e-05,5.1677038754860405e-06,1.3563067113864238e-07,8.370083293129937e-09,7.233906217152253e-05,0.2760667502880096,0.00546799832955,1.1373990673746448e-05,3.525539682414092e-07,1.8884752250869496e-07,5.342172038069748e-09,1.016463284031488e-05,0.0001494965254096,1.182844425784424e-05,4.309202722652117e-06,6.014146691768475e-08,1.3489137700162246e-06,4.213231719063516e-08,1.6507636246387847e-05,0.2408068478107452,0.0227539427578449,2.1628191461786628e-05,6.671227765764343e-07,1.3810467862640508e-06,3.8644710542712346e-08,1.2800926015188452e-05
1191,0,test,0.0629742741584777,0.0182794816792011,0.0239007659256458,0.0003264852275606,2.225353273388464e-05,7.35936700948514e-05,0.0057787932455539,0.0050661689601838,0.0028149611316621,0.0020523776765912,5.683975541614928e-05,1.4392435332410969e-05,1.2522234555945031e-06,0.000122589743114,0.0042958576232194,0.0042741461656987,0.003145876340568,5.8620837080525234e-05,6.298536391113885e-06,1.2166738088126294e-06,0.0003780119586735,0.0001185273285955,2.8978944101254456e-05,2.164892794098705e-05,5.66217977393535e-07,2.2068019234211533e-07,4.260514163689777e-09,6.06246103416197e-05,0.2454103529453277,0.063596561551094,5.080400296719745e-05,3.586319223813917e-07,4.599657756898523e-07,6.00622556135022e-08,2.515788310120115e-06,7.298360742424847e-06,2.1401206140581053e-06,1.7563762355621293e-07,7.076667429828376e-08,1.9966977404806133e-08,5.282474457857233e-09,4.937239737046184e-06,0.1455384045839309,0.0607637017965316,1.980222441488877e-05,7.315655921047437e-07,2.090700093049236e-07,1.292605222857901e-08,5.13315353600774e-06
1192,0,test,0.0953463166952133,0.0123678864911198,0.0075258836150169,0.0001368571975035,4.906525646219961e-05,1.5353378330473788e-05,0.0413423031568527,0.0523408092558383,0.005330204963684,0.0054050274193286,0.0002213944535469,7.080987870722311e-06,6.081496849219548e-06,0.0021548471413552,0.059807751327753,0.0125249857082962,0.0174737367779016,0.001210362301208,1.7031825336744078e-05,1.231417991220951e-05,0.0020276647992432,2.4599326025054324e-06,1.7696580698611797e-06,3.500684897517204e-07,2.51693421660093e-07,4.302840750369796e-09,3.019572147877625e-09,1.989494876397657e-06,0.1665029525756836,0.00303959636949,3.860121523757698e-06,4.537345716926211e-07,1.2406115956764552e-07,1.8248309530122242e-08,5.596620212600101e-06,4.752810582431266e-06,1.4094856624069507e-06,1.071731574597834e-07,6.121045448281848e-09,1.7317329081834037e-07,4.989642921060522e-09,1.842664460127708e-05,0.0689140781760215,0.0075867939740419,1.2442047818694846e-06,7.730657358706594e-08,6.374001770836912e-08,3.22366275895547e-08,9.614856253392643e-07
1193,0,test,0.0712268352508544,0.0054803136736154,0.0032109210733324,6.491913518402725e-05,2.1817390006617643e-05,1.0682882930268534e-05,0.022203505039215,0.0417863279581069,0.0017072111368179,0.0024623093195259,6.95012859068811e-05,3.632387461038888e-06,2.880256488424493e-06,0.0016164875123649,0.0348018743097782,0.0029897452332079,0.0053929262794554,0.0002989796630572,5.21367792316596e-06,2.603257826194749e-06,0.0042956145480275,1.8024524251814e-05,4.9752525228541344e-06,2.313782260898733e-06,1.3992330423207022e-06,1.539936000938269e-08,2.328772286119829e-09,2.627503135954612e-06,0.2947893440723419,0.0028860687743872,2.401318170086597e-06,6.564787895513291e-07,2.257102380553988e-07,1.2494269618912313e-08,2.294602381880395e-06,0.0002114780218107,7.224189175758511e-06,8.726076885068323e-06,4.4894136408402125e-08,1.7632195294936537e-06,1.995991461001268e-08,2.339493676117854e-06,0.2832072079181671,0.0133193489164114,3.5890905110136373e-06,6.205435738593224e-07,8.810047091856178e-08,1.4127956582399293e-08,4.0249236121781e-07
1194,0,test,0.015665603801608,0.0066601899452507,0.0113583365455269,0.0001790763199096,6.674512405879796e-05,0.0001194389842567,0.003951646387577,0.0001500727958045,0.0002528126351535,0.0001251056237379,2.822014175762888e-05,6.539496826007962e-05,1.389412432217796e-06,0.0002494923537597,0.0006667641573585,0.0011115337256342,0.0007735189283266,1.0715869393607136e-05,1.063632225850597e-05,2.384584831816028e-06,0.0005217668367549,2.334969940420705e-05,3.472217213129625e-05,2.506318924133666e-05,7.178125542850466e-07,4.686029342337861e-07,1.3958719735640555e-09,1.1760292863982611e-06,0.3648575842380523,0.1906479895114898,8.334120502695441e-05,3.657066372397821e-06,3.069308377234848e-06,2.517030566195899e-07,5.88126749789808e-06,0.0001008089093375,2.304388544871472e-05,5.721914931200445e-06,1.4764479772111377e-07,6.727595973643474e-07,2.279972122209984e-08,1.347780766991491e-06,0.1729722768068313,0.087982028722763,2.249671342724469e-05,1.6094357988549746e-06,4.731222702503146e-07,5.1979732518248056e-08,4.41021711594658e-06
1195,1,test,0.1395384222269058,0.0755741372704505,0.0361334159970283,0.0016533880261704,0.0003728933806996,0.0001288656640099,0.0412948280572891,0.043607011437416,0.0290423538535833,0.0227946490049362,0.0016423184424638,0.0001698125852271,1.613064705452416e-05,0.0054950835183262,0.1149655133485794,0.1268138885498047,0.112792320549488,0.0004577259824145,2.9078049919917248e-05,1.0707290130085312e-05,0.0042757228948175,2.8830567316617817e-05,4.918654667562805e-06,2.7460841920401435e-06,2.789880682030344e-07,6.082868964085719e-08,1.9391233063714708e-09,5.982169022900053e-05,0.3079244494438171,0.0715396702289581,1.7125275917351246e-05,4.031446678709472e-06,1.1190909390279558e-06,1.3911746066241906e-07,7.569951776531525e-06,0.0001800609607016,2.0934410713380203e-05,2.3385478016280103e-06,1.653937715673237e-07,2.0672904099683365e-07,8.047587485293661e-09,1.1901220204890706e-05,0.2422203421592712,0.0902043581008911,6.320804004644742e-06,5.852255640093063e-07,9.963412850311216e-08,1.7035834076750692e-08,7.04952071828302e-07
1196,1,test,0.0758075714111328,0.0215564407408237,0.0194510109722614,0.0010934899328276,9.037566633196548e-05,0.0001992747420445,0.0116007970646023,0.0278360582888126,0.0074868202209472,0.0072762388736009,0.0013662159908562,0.0002097011893056,1.8171616829931736e-05,0.0017479826929047,0.0599670559167861,0.0188059639185667,0.0253485105931758,0.0015510986559092,2.64513619185891e-05,1.0833670785359573e-05,0.0020755473524332,9.985837823478504e-05,1.463715307181701e-05,1.0525908692216037e-05,1.8014129636867438e-06,5.5309328672592535e-08,4.702220834928994e-09,3.402339871172444e-06,0.4530551433563232,0.0891825854778289,3.6518955312203616e-05,3.846163508569589e-06,1.0403748547105351e-06,1.8480010055554885e-07,2.284770380356349e-05,0.0002543764130678,1.7784221199690364e-05,7.92449191067135e-06,3.225516138627427e-07,6.075591159060423e-07,2.5037101281100156e-08,4.192630512989126e-06,0.2243598848581314,0.1253886967897415,8.31176384963328e-06,8.663261610308837e-07,1.1391722409825888e-07,3.060337760985021e-08,3.486812147457385e-06
1197,1,test,0.0423261187970638,0.0108787911012768,0.0177792627364397,0.0002614883123897,0.0001831848785514,8.450115274172276e-05,0.0097731072455644,0.0273594316095113,0.1840109974145889,0.0078757517039775,0.0002557488041929,0.0001332186948275,5.807347406516783e-05,0.0003960503381676,0.1778552085161209,0.1593798696994781,0.0256257951259613,0.0002791885635815,4.362843174021691e-05,4.396524673211388e-05,0.000344685249729,4.107746644876897e-05,9.440837857255246e-06,2.124665570590878e-06,1.0850037313048233e-07,1.3138734544781984e-08,6.389607509760253e-09,6.151216075522825e-05,0.1270706355571746,0.0118044503033161,2.708873216761276e-05,5.276588694869133e-07,1.628592229963033e-07,1.1277651701391278e-08,1.1646069424386951e-06,0.0001006225866149,1.854845140769612e-05,1.1066537808801511e-05,3.6382627399689227e-07,1.2989609388114334e-07,1.2309151031786314e-08,3.2452539016958326e-05,0.514711320400238,0.1027031913399696,8.33260673971381e-06,8.642447824058763e-08,4.994733870944401e-08,7.536606005942303e-09,5.271677423479559e-07
1198,1,test,0.0225696768611669,0.0031094630248844,0.0080240461975336,0.0049196947365999,2.7137139113619924e-05,6.7275068431627e-05,0.0056047574616968,0.0768784508109092,0.0433999709784984,0.0182693246752023,0.0007228524773381,0.0001009582338156,1.691145916993264e-05,0.0004203295102342,0.094603918492794,0.0261805970221757,0.0321445055305957,0.0003308317391201,3.708300209837034e-05,1.608646743989084e-05,3.30082475556992e-05,9.325670362159144e-06,4.645347644327558e-07,1.28552255773684e-06,5.336357133955971e-08,1.347259726003358e-08,2.675815569119777e-09,0.0002498664835002,0.2548890113830566,0.0241229142993688,5.264260107651353e-05,6.916063739481615e-07,9.026994121086318e-07,1.426339650834052e-07,3.309332214485039e-06,6.842376933491323e-06,2.50130915446789e-06,1.8843816178559791e-06,4.7360469324075893e-08,1.1475085415213473e-07,4.639942652318041e-09,7.907109102234244e-05,0.1820096373558044,0.0549374371767044,1.1361814358679112e-05,2.013511846143956e-07,3.2773414204712026e-07,1.6303170369269537e-08,1.2201626375940575e-09
1199,1,test,0.069449670612812,0.0148755898699164,0.0274385642260313,0.0010507829720154,3.84983686672058e-05,0.0001459813211113,0.0034383360762149,0.038975927978754,0.0283994041383266,0.012397532351315,0.0001024939119815,3.860729339066893e-05,5.6334301916649565e-06,0.0002953372022602,0.031476154923439,0.0223389714956283,0.0091632278636097,8.319551852764562e-05,2.14093324757414e-05,1.5927698768791745e-06,0.0010742753511294,8.768541738390923e-05,6.474998372141272e-06,3.456152626313269e-06,2.1278701467508654e-07,6.50630695986365e-08,9.474987905377933e-09,1.4596492292184848e-05,0.1353464275598526,0.0164784919470548,4.0541377529734746e-05,5.419734634415363e-07,1.9376625459699426e-07,4.3107792890850773e-08,3.7755214634671566e-06,4.929354690830223e-05,1.7526008377899416e-05,3.0667349619761808e-06,1.7675985475307248e-07,2.2135571597914356e-08,1.1376819486486052e-09,2.537915634093224e-06,0.1830534636974334,0.0425840802490711,5.883875928702764e-06,1.1415809808568157e-07,2.939573562343867e-07,1.1322213389064473e-08,3.8342614061548375e-06
1200,0,test,0.0012613558210432,0.0007172346231527,0.0084555558860301,0.0002695190196391,4.343407908891095e-06,1.6304074961226434e-05,0.0068122586235404,0.0274453163146972,0.0092674121260643,0.003761475207284,0.0001946497504832,2.019205567194149e-05,6.402592589438427e-06,0.0002250205579912,0.045717965811491,0.0245719738304615,0.0139447217807173,0.0004864921211265,3.40202750521712e-05,4.389274181448855e-05,0.0003619184135459,1.242915641341824e-05,3.286256469436921e-05,5.739830157835968e-06,4.0560848901805e-07,9.447211368751597e-08,1.1398522126171427e-09,9.338442623629816e-07,0.1330506801605224,0.0716775059700012,7.964318501763046e-05,4.031514890812105e-07,1.4350648314120917e-07,2.097073981133235e-08,4.713550879387185e-06,4.367930523585528e-05,7.216126050479943e-06,1.093051992029359e-06,1.202173223191494e-07,2.062750610321018e-07,1.0650455628535838e-08,5.109216090204427e-07,0.1711478531360626,0.0325915776193141,2.2513226213050075e-05,2.028313247137703e-06,2.7738443009184266e-07,6.198308710736455e-08,2.0717479856102727e-06
1201,1,test,0.1201958730816841,0.0286592282354831,0.1650373488664627,0.001624695956707,0.0001451150892535,7.776671554893255e-05,0.0002753984590526,0.1071987599134445,0.1349314898252487,0.0352477580308914,0.0010140796657651,4.678517143474892e-05,3.78971453756094e-05,8.88125941855833e-05,0.2040048390626907,0.1795151978731155,0.0607450455427169,0.0019021998159587,0.0001201029663207,0.0002444709825795,0.0011081419652327,4.8295049055013806e-05,6.1410041780618485e-06,1.0984837899741253e-05,8.783756300090317e-08,2.954196816062904e-07,1.6844220240841423e-08,4.426352461450733e-06,0.2264265418052673,0.0426238849759101,5.619383955490776e-05,3.835885706848785e-07,1.692322797453017e-07,1.7399182539179492e-08,3.3227861422346905e-05,4.003347930847667e-05,3.661045775515959e-05,4.915978934150189e-06,2.915899131039623e-07,2.45278386046266e-07,8.085889291464811e-09,8.793057531875093e-06,0.5456430315971375,0.0878049582242965,1.490871454734588e-05,6.445384883591032e-07,3.288277810042928e-07,2.7444931660625123e-08,6.331959866656689e-06
1202,0,test,0.091660238802433,0.059594988822937,0.0682380869984626,0.0007977908244356,0.0001528334978502,4.494865424931049e-05,0.0006825014133937,0.0238096639513969,0.0248793195933103,0.008620386943221,9.672447049524636e-05,6.028215466358233e-06,9.742392649059184e-06,0.0009606583043932,0.0530805513262748,0.0425813123583793,0.0525826066732406,0.0001127827563323,2.5626553906477056e-05,7.793209988449235e-06,0.0045651379041373,4.681689460994676e-05,3.787646710406989e-05,2.4670698621775955e-05,5.598881358537257e-08,4.503459422267042e-06,4.8561394905277674e-09,3.8596626836806536e-06,0.3257715106010437,0.1976145207881927,0.0001690290519036,2.391695488768164e-06,4.982437644684978e-07,5.3222180440570816e-08,4.383570922072977e-05,0.0002572592056822,5.514030635822565e-05,2.7124540793010965e-05,1.1399912409615354e-06,1.6492062115958109e-07,1.7943046159984988e-08,6.660977305728011e-06,0.4225801527500152,0.1875531524419784,3.333937274874188e-05,5.157733085070504e-07,3.613502030930249e-07,3.29395959397516e-08,1.562764964546659e-06
1203,0,test,0.0075299334712326,0.0007664313307031,0.0111685926094651,0.0008853686158545,2.996695911861025e-06,5.159930151421577e-05,0.001412448240444,0.051528763025999,0.0405213721096515,0.0179486274719238,0.0002655872667673,3.603369623306208e-05,4.980929588782601e-06,0.0004208215395919,0.0429448895156383,0.0393953323364257,0.0156188774853944,0.0002947253815364,2.8183598260511644e-05,1.8625894881552085e-05,0.0005369631689973,2.156744358217111e-06,1.1477542329885182e-06,1.541169751817506e-07,1.6466914942725452e-08,1.4501239320452441e-08,4.186861080057724e-09,9.429463148080686e-07,0.0453875288367271,0.0233291201293468,2.023196611844469e-05,3.482244324004569e-07,4.0136384882316644e-07,8.018228747630474e-09,1.5578287275275216e-05,1.937713386723772e-05,1.2247461427250528e-06,1.6293105318254677e-06,1.293129692214734e-08,3.2166095564889474e-08,9.899499886500962e-09,9.40139034355525e-06,0.0906824767589569,0.0148151442408561,4.437173993210308e-05,9.455323493057222e-07,2.0081165530427825e-06,2.3928960146690773e-08,4.973067552782595e-05
1204,0,test,0.0789454877376556,0.0343865901231765,0.0645961016416549,0.0011170372599735,7.356314017670229e-05,3.654996544355527e-05,0.0087783457711339,0.1294432431459427,0.1232031360268592,0.0461133122444152,0.000591296062339,2.928551475633867e-05,8.806348887446802e-06,0.0011329432018101,0.1316624283790588,0.0922780185937881,0.062455166131258,0.0006459832075051,5.970916026853956e-05,1.2869232705270406e-05,0.0065068644471466,4.17705814470537e-05,3.819389530690387e-05,7.89099885878386e-06,9.468213590935193e-08,2.7012549708160805e-06,1.2928111026155877e-08,2.024651985266246e-05,0.1266226321458816,0.1310593634843826,0.0001168839007732,2.3802974169484522e-07,6.16018837718002e-07,5.341822983950807e-08,9.724075789563358e-05,6.378143734764308e-05,5.3426134400069714e-05,1.021415209834231e-05,8.475776098748611e-07,5.4835073370895784e-08,9.171098547255951e-09,5.481619609781774e-06,0.3538618385791778,0.1222769170999527,5.7590907090343535e-05,4.734150707008666e-07,1.2460793641366763e-06,5.8209032260947424e-08,8.988621630123816e-06
1205,0,test,0.0241726841777563,0.0078560300171375,0.0283601246774196,0.0001769568916643,4.255450767232105e-05,0.0002286902017658,0.0175546891987323,0.016001982614398,0.0760322511196136,0.0126823550090193,0.0002243699127575,6.929146184120327e-05,6.423133163480088e-05,0.000396055431338,0.0412413626909256,0.0601999647915363,0.0509325005114078,0.0001500394573668,0.0003589303523767,0.0001255867828149,0.0012958971783518,2.1654141164617613e-05,3.470507726888172e-05,3.479758788671461e-06,2.018685130167341e-08,2.643171455929405e-06,9.93329862808423e-09,2.43626709561795e-05,0.0190652515739202,0.0201705917716026,3.740429747267626e-05,5.64149502224609e-07,8.02259091869928e-06,6.214928305325884e-08,3.5284418117953464e-05,8.853733561409172e-06,1.809661443985533e-05,1.4832749002380297e-06,2.037452077274793e-06,1.5680720721888974e-08,6.4819687395356596e-09,3.847382686217316e-06,0.1663560271263122,0.076020523905754,4.5213091652840376e-05,1.44813071756289e-07,2.2079852897149976e-06,9.746911189267848e-08,1.897984111565165e-05
1206,0,test,0.1827469170093536,0.0218135640025138,0.0525634437799453,0.0008290208061225,0.0002742482174653,4.054370583617128e-05,0.0016950131393969,0.210239365696907,0.3379803299903869,0.0797497034072876,0.0004411126137711,3.146923700114712e-05,5.2449104259721935e-05,0.0008512784261256,0.2873899042606354,0.1951132714748382,0.0680421143770217,0.0002718402829486,7.832954725017771e-05,6.572048005182296e-05,0.0027532405219972,1.8516946511226703e-05,9.544241947878618e-06,2.873262246794184e-06,2.5605871201150883e-08,1.0717660643422278e-06,3.140138593593632e-09,0.0001426750677637,0.3260632157325744,0.07086181640625,0.0001165850044344,1.1541756066435482e-06,2.6732689661912445e-07,2.343829130779796e-08,4.964027084497502e-06,1.1986100616923068e-05,6.453498372138711e-06,1.537308094157197e-06,2.314516081014517e-07,1.3658074671241138e-08,5.2326973865035606e-09,8.711937698535621e-05,0.3276475965976715,0.0901648923754692,2.541894900787156e-05,1.9648739169042528e-07,6.043332518856914e-07,1.5376357964669296e-07,4.577694653562503e-06
1207,0,test,0.2431462854146957,0.057408332824707,0.0841374397277832,0.000670751906,0.0001436133752577,5.763463559560478e-05,0.001541695324704,0.1128097474575042,0.282937228679657,0.0862314999103546,0.0001834778959164,3.00606570817763e-05,3.441167064011097e-05,0.0013119999784976,0.3799990117549896,0.2343131750822067,0.1397161185741424,0.0003388068289496,3.9780730730853975e-05,4.224697840982117e-05,0.0054291100241243,2.5558572815498337e-05,6.317472525552148e-06,3.780290853683255e-06,1.6911808842223763e-08,1.3091349728711066e-06,1.908195157440673e-09,1.982772482733708e-05,0.1119008958339691,0.1038703098893165,6.942324398551136e-05,4.812895326722355e-07,4.824199777431204e-07,7.119862743820704e-08,5.976026295684278e-05,3.204308814019896e-05,8.963079380919226e-06,8.012170837901067e-06,6.179336082823284e-07,2.1604046551715328e-08,2.4018989019936043e-09,1.3381479220697656e-05,0.3623816967010498,0.1673341989517212,1.961307498277165e-05,3.081896409184992e-07,1.2198714216538065e-07,2.3656946623873413e-08,5.285064617055468e-05
