uid,stance,set,distilbert-base-uncased_but,distilbert-base-uncased_while,distilbert-base-uncased_although,distilbert-base-uncased_though,distilbert-base-uncased_yet,distilbert-base-uncased_still,bert-base-uncased_but,bert-base-uncased_while,bert-base-uncased_although,bert-base-uncased_though,bert-base-uncased_yet,bert-base-uncased_still,bert-large-uncased_but,bert-large-uncased_while,bert-large-uncased_although,bert-large-uncased_though,bert-large-uncased_yet,bert-large-uncased_still,roberta-base_but,roberta-base_although,roberta-base_though,roberta-base_while,roberta-base_yet,roberta-base_still,xlm-roberta-base_although,xlm-roberta-base_while,xlm-roberta-base_but,xlm-roberta-base_though,xlm-roberta-base_still,xlm-roberta-base_yet,roberta-large_while,roberta-large_but,roberta-large_although,roberta-large_though,roberta-large_yet,roberta-large_still,xlm-roberta-large_although,xlm-roberta-large_while,xlm-roberta-large_but,xlm-roberta-large_though,xlm-roberta-large_yet,xlm-roberta-large_still
935,0,test,0.0210852306336164,0.0119040356948971,0.0038252889644354,0.0052068354561924,5.581837103818543e-05,1.0088967883348232e-06,0.0101330755278468,0.0017067323205992,0.0004201250849291,0.0003412144724279,4.72655774501618e-05,2.1061565291802253e-07,0.0165923777967691,0.0015987975057214,0.0005683209164999,0.0004301201261114,4.456869282876141e-05,6.956980769246002e-07,1.9766101104323752e-05,2.8654704919972573e-07,7.807861379660608e-07,2.733863993853447e-06,2.2127849774733482e-07,2.7836593474717123e-08,0.0003454508841969,8.05058516561985e-06,0.0004205032892059,1.0351835044275504e-05,4.891714411314752e-08,9.388826072154188e-08,1.610689469089266e-05,4.391991387819871e-05,6.111012567089347e-07,1.3020736560065416e-06,1.0500150892767124e-05,2.054590140687651e-06,0.0011214395053684,3.214544221918913e-06,3.4058982691931305e-06,1.079101707546215e-06,1.1611521522070234e-08,1.8398736700842022e-10
936,0,test,0.0156495235860347,0.0710731744766235,0.0097388820722699,0.0094172684475779,2.130142820533365e-05,3.189025221672637e-07,0.024196270853281,0.0139594916254282,0.0014713603304699,0.001269879983738,2.331465339011629e-06,1.0747316281367605e-07,0.0214840490370988,0.0024047654587775,0.0010036951862275,0.0003968860255554,4.861837805947289e-05,8.418972470281005e-07,9.573985153110698e-06,8.633835477667162e-07,1.7085639001379604e-06,1.2607547432708088e-06,2.117941164669901e-07,3.847123863920388e-08,0.003486122470349,2.280234002682846e-05,0.0001260543940588,1.0242594726150855e-05,8.983206356560913e-08,2.985309208725085e-07,1.562618672323879e-05,4.585054193739779e-05,2.362542545597534e-06,6.7410492192720994e-06,1.6941770581979654e-06,6.829887411186064e-07,0.0026789177209138,3.524241719787824e-06,2.6845095817407127e-06,1.562709826430364e-06,9.719412474851197e-08,3.103111723135044e-08
937,1,test,0.0167508497834205,0.0200266167521476,0.0021795355714857,0.0022500557824969,7.205555448308587e-05,1.0343375151933287e-06,0.0318930223584175,0.0020402444060891,0.0010575380874797,0.0005760753410868,1.912912011903245e-05,4.547792684661545e-07,0.0265634451061487,0.0027429184410721,0.0014051847392693,0.0006355551886372,6.966370619920781e-06,2.194499302277109e-07,1.8796730216763533e-07,6.277167674539896e-09,3.895813005527771e-09,8.083551605864159e-09,5.768070536760206e-07,1.102504043615227e-07,0.0019346777116879,2.14196461456595e-05,5.572347072302364e-05,6.854414095869288e-06,1.1869583431689534e-06,7.98961679038257e-08,2.745725851127645e-07,8.947359674493782e-06,7.359332130363327e-07,7.224178943943116e-07,7.6768395729232e-07,4.650345601930894e-07,0.0009013952803798,2.669899004104081e-06,1.614534448890481e-05,1.5390949101856677e-06,1.798884881054619e-07,1.4217221178114414e-07
938,0,test,0.0125286318361759,0.0401141084730625,0.0032835251186043,0.0020905570127069,6.125927757238969e-05,2.25817458954225e-07,0.0037637245841324,0.0027173126582056,0.0002604319888632,7.528712740167975e-05,1.1914352398889603e-05,1.0448495402215485e-07,0.0027706283144652,0.0008469220483675,5.291229172144085e-05,1.576163776917383e-05,6.7054738792649005e-06,7.605902396790043e-08,6.769274705220596e-07,2.28581136241246e-08,1.1315630210617655e-08,1.88557862657035e-07,7.625161515534273e-07,1.81678274202568e-07,0.0017778327455744,2.494558884791332e-06,7.970690603542607e-06,1.2839958571930763e-06,3.203019218744885e-07,4.0667956113793486e-08,6.344698704197071e-07,2.3161953777162125e-06,8.918863159124157e-08,1.1810212185991989e-07,3.1892495826468803e-06,8.445610433227557e-07,0.0001733506214804,1.3239422287369962e-06,1.4407429489438073e-06,2.502976883533848e-07,3.828052097532009e-09,3.024142003482666e-08
939,0,test,0.0065318224951624,0.0526449084281921,0.0009764283895492,0.0010469009866937,0.0002744248486123,1.082385551853804e-06,0.0068481573835015,0.0134143149480223,0.0003854203387163,0.0002962764701806,4.7683857701485977e-05,5.251320089882938e-07,0.0032013261225074,0.0030515766702592,0.0001743405591696,6.980792386457324e-05,0.00015264916874,1.9955107291025342e-06,2.880743750210968e-06,1.1467655980368364e-07,1.0346715129117001e-07,2.8334015951259065e-05,6.73016643304436e-07,3.0398297212741454e-08,0.0010563662508502,2.324239358131308e-05,5.21192341693677e-05,9.97710912997718e-07,1.6996478890973776e-08,4.9555897163600093e-08,1.816428630263545e-05,4.886464921582956e-06,1.2794060921805794e-07,3.1768323083269934e-07,5.941886342952785e-07,1.3065094606190544e-07,0.0004723174497485,5.576495823333971e-06,2.490445695002564e-06,4.45479599875398e-07,1.835044827203092e-08,3.816325921945918e-09
940,1,test,0.0096795335412025,0.037031915038824,0.0032829926349222,0.0023113160859793,2.687132291612216e-05,5.453185849546571e-07,0.0047030439600348,0.0037839047145098,0.0003676131891552,0.0001523964165244,5.08291168443975e-06,2.2611679639794602e-07,0.0006735363858751,0.0006917976425029,4.782480391440913e-05,1.5031701877887826e-05,3.011336048075464e-06,1.0029967967284392e-07,2.7253608436694776e-07,1.690389268560466e-07,4.646062023994092e-08,6.78706015833086e-08,3.552554472818769e-09,4.182005852726434e-09,0.0006325541762635,3.981893769378075e-06,1.772882569639478e-06,8.114711818052456e-07,8.139478779867204e-08,4.0000216472435575e-08,5.612201221083524e-06,2.120108183589764e-05,3.447501512710005e-06,2.787753146549221e-06,3.060311541958072e-07,1.4246157142849825e-08,0.0014324320945888,5.647935267916182e-06,1.6347696600860218e-06,1.55834993620374e-06,1.0525794635896093e-07,2.69132218733148e-08
941,1,test,0.0046433783136308,0.021989531815052,0.0020212808158248,0.0019148329738527,0.0001094767139875,6.391038596120779e-07,0.0018843613797798,0.001865439582616,0.0003470688534434,0.0001921390648931,3.632569860201329e-05,4.673216267292446e-07,0.0005618363502435,0.0011579458368942,6.468173523899168e-05,1.4852656931907404e-05,6.400416896212846e-05,3.798114960318344e-07,4.863836238655495e-06,9.550436743666069e-07,6.050466936358134e-07,9.801144642551662e-07,4.2987446136066886e-07,1.2488013290123945e-08,0.0007188951713033,4.4651325879385695e-05,9.667952326708472e-06,1.723116724861029e-06,3.674192328162462e-08,5.6332485343091334e-08,1.0527595804887824e-05,1.9020739273400977e-05,3.845753326459089e-06,4.846859610552201e-06,3.35734853251779e-07,2.3307883623147063e-08,0.0004177397640887,3.222502982680453e-06,7.795081842232321e-07,5.768533810623921e-07,2.6909642514283405e-08,1.279439665324844e-09
942,1,test,0.0286397021263837,0.0575777515769004,0.0038969700690358,0.002613115357235,0.0003482929314486,6.663223643954552e-07,0.0558110103011131,0.0152362091466784,0.0022075059823691,0.0011342463549226,5.462910849018954e-05,2.100041683661402e-06,0.016455415636301,0.0076025347225368,0.0006552519625984,0.0003191024297848,0.0003498114820104,3.1322063023253577e-06,8.481114491587505e-06,2.6254568297190417e-07,3.190255597473879e-07,2.182177377108019e-05,2.4449282136629336e-06,6.382856554409955e-07,0.0004422354395501,4.947132310917368e-06,3.6860153613815774e-06,1.7480508063272285e-07,1.7500576987572458e-08,1.0390129645543313e-08,4.675127274822444e-05,0.0001775142591213,7.396166438411456e-06,9.855570169747809e-06,1.6563477629460976e-06,2.6695195174397668e-06,0.0004341521998867,4.076036475453293e-06,2.520328507671365e-06,1.8701138060350786e-07,1.2749917788212883e-10,1.3713513657975795e-10
943,1,test,0.0140741951763629,0.0126944202929735,0.0002805964613799,0.0004829269018955,0.0001210823102155,2.584557705631596e-06,0.0046826135367155,0.0003181991341989,3.8605983718298376e-05,1.5879668353591114e-05,9.119645255850628e-06,3.476365009191795e-07,0.0010976821649819,0.000288871495286,4.332053867983632e-05,1.0598522749205586e-05,6.506894715130329e-05,6.430706775972794e-07,3.144817810607492e-06,1.9885015944964842e-07,1.3084924432860134e-07,6.323022461174332e-08,1.2191542282380397e-06,8.86971704971984e-08,0.0024602930061519,2.226097194579779e-06,1.295319634664338e-06,1.0951622897437121e-07,8.534272666338438e-08,1.023696754032244e-07,5.478859179675055e-07,7.67552774050273e-05,1.6177332327060867e-06,1.7288080016442109e-06,1.0376685168012044e-05,6.297976824498619e-07,0.000740204763133,9.98289579001721e-07,2.0028696781082544e-06,1.305894130609886e-07,2.0721296323245042e-07,7.399292911713928e-08
944,0,test,0.0359596014022827,0.0578842647373676,0.0036356167402118,0.0016598865622654,7.113596075214446e-05,7.68200550282927e-07,0.0059689795598387,0.0117416083812713,0.0006206665420904,0.0002910148759838,1.4522516721626744e-05,4.827132897844422e-07,0.0053652701899409,0.0014523746212944,7.066046237014234e-05,2.5719657060108148e-05,1.5546936992905103e-05,3.26741485423554e-07,2.8318434033280937e-06,1.756752681103535e-06,5.809520757793507e-07,1.1937092494918032e-05,3.8573156757593097e-07,1.673941909530186e-07,0.0011368804844096,7.762046152492985e-06,7.969979378685821e-06,8.547208949494234e-07,8.18367666965969e-08,6.9762475796153475e-09,2.031113217526581e-05,4.412325142766349e-05,6.228594884305494e-06,4.494150743994396e-06,1.1149829333589878e-05,4.512402938416926e-06,0.0005399358924478,4.833826096728444e-05,2.5746583105501486e-06,8.498714123561513e-07,7.405023438877836e-08,2.881840543977887e-08
945,1,test,0.0026041495148092,0.010891824029386,0.0003956551663577,0.0005868899170309,0.0001786386565072,1.0821871683219797e-06,0.0027329549193382,0.0025101089850068,0.0002696818846743,0.0002042944252025,4.725359030999243e-05,7.24229323623149e-07,0.001783239422366,0.001887594233267,0.0001549362204968,3.829469278571196e-05,0.0001104528200812,1.0607160447762e-06,6.896429567859741e-06,1.1782000797211368e-07,2.5919251811501454e-07,3.272701633250108e-06,3.653868361652712e-06,1.6894848897663908e-07,9.822594438446686e-05,1.4094813195697498e-05,3.615640162024647e-05,9.191630283567064e-07,4.0908282983309625e-08,3.004043236387588e-08,1.4603112504119052e-05,6.677894270978868e-05,2.141477352779475e-06,3.3442147469031624e-06,2.7704641070158686e-06,1.7351403869270149e-07,0.0003235685871914,1.8242159285364323e-06,2.525678155507194e-06,1.4596822950352364e-07,1.8853508976235392e-08,1.798156823440422e-08
946,0,test,0.0172616876661777,0.0118521302938461,0.0036862811539322,0.0044568199664354,6.475811824202538e-05,3.656468265944568e-07,0.0084203276783227,0.0060465605929493,0.0009326129802502,0.0005674513522535,1.543743201182224e-05,3.086021820308815e-07,0.0012194743612781,0.0011375665199011,0.0001322514872299,3.5448087146505713e-05,5.208106085774489e-05,1.0269476433677482e-06,4.251925474818563e-06,4.010844065760466e-07,1.910617584144348e-07,3.784657747019082e-05,3.8522864542756e-07,1.0335201139355377e-08,0.0005074529908597,1.3050970665062778e-05,1.511215668870136e-05,1.963558815987198e-06,2.057103998254206e-08,1.6551441106571474e-08,0.0001188142705359,4.845403236686252e-05,1.4416988278753706e-06,2.079208570648916e-06,1.6809062799438834e-06,7.899792109355985e-08,0.0008784855017438,1.5089771295606624e-05,5.571987458097283e-06,1.1372550261512515e-06,4.494048866376944e-08,1.087288126200292e-08
947,1,test,0.0048341210931539,0.0068815927952528,0.0011692856205627,0.0009583652717992,0.0003390628553461,1.23202539725753e-06,0.0090294256806373,0.0029281575698405,0.0005449224845506,0.0003538407618179,9.64055725489743e-05,1.2407534768499318e-06,0.0045944601297378,0.0020729771349579,0.0003995112201664,0.0001260939752683,0.0001632370840525,1.0695287073758664e-06,7.362486940110102e-05,4.41150746155472e-07,9.479068694417948e-07,7.696172360738274e-06,2.706593113543932e-05,4.708539336206741e-07,0.0002647279761731,3.530147296260111e-05,9.383198630530389e-05,1.8855041616916424e-06,5.5662258802158255e-08,7.934447694424307e-07,1.3288847185322084e-05,0.0002563507296144,2.684173523448408e-06,6.433105227188207e-06,9.878054697765036e-06,5.861264185114123e-07,0.0015405439771711,3.3563526358193485e-06,1.3906601452617906e-05,2.138226363967988e-06,4.429270461514535e-08,2.096369655646413e-08
948,1,test,0.1191907674074173,0.0046288166195154,0.000503292074427,0.0014326923992484,0.0004521887749433,2.408824184385594e-05,0.0773352459073066,0.0001886587269837,0.0001065548858605,9.40338140935637e-05,0.0001070506259566,5.148417130840244e-06,0.0163768623024225,0.0001124764748965,5.468131712405011e-05,3.2094332709675655e-05,0.0001878877956187,3.634846279965132e-06,3.309882231405936e-05,1.618354446009107e-07,1.3275922583488864e-07,6.25526155317857e-08,5.964706815575482e-06,3.628327931437525e-07,0.0004210602783132,8.581215524827712e-07,8.62168162711896e-05,3.772986758576735e-07,9.24430736404247e-08,3.532813082074427e-07,3.667623786896002e-07,0.0001197889578179,5.608246738120215e-07,1.1150777936563827e-06,8.428706678387243e-06,6.431427664210787e-06,0.0001007255268632,1.0242168713148204e-07,1.796131641640386e-06,1.0586414589397465e-07,1.046450748276584e-08,6.997480372916698e-09
949,1,test,0.0501795746386051,0.0180368795990943,0.0132711557671427,0.0063768280670046,6.215340545168146e-05,1.3808851235808106e-06,0.0118232211098074,0.0024683068040758,0.0012776642106473,0.0008852570317685,6.63295722915791e-05,7.041114145067695e-07,0.0149691756814718,0.0135577702894806,0.0016977210761979,0.0014721220359206,7.480616477550939e-05,8.996580049824843e-07,5.107785455038538e-06,1.7683424857750651e-06,1.436109187125112e-06,1.2185346349724568e-06,4.798608870260068e-07,8.085784486411286e-08,0.0021745308768004,4.040990916109877e-06,1.932847908392432e-06,9.643704288464503e-07,8.12818257145409e-09,1.1733775728828276e-08,2.936994633273571e-06,2.163194221793674e-05,1.349057856714353e-05,1.4637071217293853e-05,9.98151062958641e-06,1.8791226921166528e-06,0.0054979640990495,1.1030003861378646e-06,2.330468760192161e-06,6.262572242121678e-06,1.0285624796324557e-08,1.450438547045962e-09
950,1,test,0.0517505072057247,0.0075856959447264,0.0004352377727627,0.0011433965992182,0.0002653923584148,6.580087301699677e-07,0.0132372714579105,0.0006894888356328,6.962491170270368e-05,4.481120413402096e-05,1.3758228305960074e-05,2.2468076110726545e-07,0.0045754024758934,0.0005384076503105,0.0001075347317964,5.2324689022498205e-05,5.298717223922722e-05,4.1692007357596594e-07,6.680481419607531e-06,8.714035715229329e-08,1.081584244388978e-07,8.803756657016495e-08,3.195021349711169e-07,1.3004991217258066e-07,0.000239464425249,4.421032713253226e-07,3.1826152735447977e-06,1.68829487279254e-07,3.514121544867521e-07,2.854803824448027e-07,1.184670736620319e-06,0.0001946455013239,3.118452696071472e-07,7.447522420989117e-07,3.9021644624881446e-05,9.657139162300156e-05,0.0001071749939001,9.70833298197249e-07,5.96229438087903e-06,1.801817290925101e-07,1.4122515779035896e-07,1.995822600520114e-07
951,1,test,0.0132513344287872,0.0304767750203609,0.0026330992113798,0.0018259576754644,3.380100315553136e-05,1.1169973959113122e-06,0.007119424175471,0.0032271351665258,0.0001124502450693,6.748877058271319e-05,1.741673804644961e-05,3.296094917004666e-07,0.0041198707185685,0.000934173585847,0.0001034226224874,3.865944381686859e-05,1.3456780834530946e-05,3.086754247760837e-07,1.43215565913124e-05,7.610173611283244e-07,4.842397629545303e-07,6.118682449596236e-06,2.290371128310653e-07,1.1405707489586804e-08,0.0020235525444149,1.394174796587322e-05,5.04673043906223e-05,3.93800473830197e-06,2.0072544515414847e-08,3.4818388172652703e-08,6.855937681393698e-05,0.0002766069956123,1.3975458159620755e-06,1.998427933358471e-06,2.39431983573013e-06,1.3066347719359328e-06,0.0008833871106617,7.070641913742293e-06,1.1532300959515853e-05,1.702543272585899e-06,1.3041377755484973e-08,1.3874268844915605e-08
952,1,test,0.0048483051359653,0.0257448814809322,0.0009515111451037,0.0006965112988837,5.244088970357552e-05,2.8851303568444564e-07,0.0019401810131967,0.0070137954317033,0.0001748499198583,6.935145938768983e-05,1.2122147381887771e-05,3.672134312182608e-07,0.0010569746373221,0.0013038093456998,7.99677218310535e-05,2.4596967705292627e-05,7.638354873051867e-06,1.3912074336985825e-07,4.762324294915743e-07,3.466864129109126e-08,1.9219420721583447e-08,7.3882893047994e-07,1.0656773383743712e-06,2.374489014300707e-07,3.366539749549702e-05,8.228216756833717e-06,1.3412071666607517e-06,7.691154735312011e-08,1.631642305710557e-07,1.5835306044209577e-07,3.942191597161582e-06,9.947408216248732e-06,4.3650706516018566e-07,4.895253482573025e-07,2.0112536276428727e-06,1.8935675427655957e-07,0.0001448416005587,2.1355447188398102e-06,1.5038508536235895e-06,1.9799885819793417e-07,2.465869286538691e-08,2.4001531429007628e-08
953,1,test,0.0009066501515917,0.0034865455236285,0.0003773321805056,0.0003223901730962,0.0001372995320707,4.611856923020241e-07,0.0032284841872751,0.0009326483705081,0.0001999404921662,8.758718468016014e-05,3.780435145017691e-05,5.183668463359936e-07,0.0013809787342324,0.0007844764040783,0.0001524701510788,3.3478365367045626e-05,8.733572030905634e-05,4.4119545350440603e-07,1.8529000271882976e-06,2.8176367905530242e-08,5.347547116230089e-08,9.462085870382e-08,5.389631496655056e-07,6.074112235410213e-08,0.0009715898777358,1.930923644977156e-05,4.773578984895721e-05,3.300360049252049e-06,3.608438703395223e-08,1.519504877478539e-07,1.3463974028127268e-05,0.0001739931030897,1.0526266578381185e-06,3.739837893590448e-06,1.0775693226605654e-06,1.2733728738112404e-07,0.0001702599256532,9.23397294627648e-07,1.0475043836777331e-06,2.8819314934480644e-07,6.253904061281901e-09,1.7085551862194844e-09
954,0,test,0.1065666675567627,0.029717868193984,0.0107520492747426,0.00869329739362,1.321599575021537e-05,3.90603560163072e-07,0.0326825678348541,0.0143977515399456,0.0019110062858089,0.0008301333291456,1.4653700418421067e-05,2.6879919801103824e-07,0.0642749741673469,0.0163681469857692,0.0028436521533876,0.0017888848669826,2.49286022153683e-05,1.784135861271352e-07,2.866476461349521e-05,6.513908488159359e-07,5.574952410825063e-07,4.46800549980253e-06,5.12460900381484e-08,2.656231012920784e-09,0.0044731604866683,5.800339749839623e-06,7.810963143128902e-05,4.160683147347299e-06,2.4994479375095583e-08,1.13371152465902e-08,1.877834279184753e-06,4.124036422581412e-05,2.7768901418312453e-06,2.5014580842253054e-06,1.9845579117827583e-06,6.987076517361859e-08,0.0021867186296731,1.4261671594795189e-06,1.3861174920748454e-05,3.0004350719536887e-06,1.0884549794809573e-07,1.7944689290061433e-08
955,0,test,0.0023043351247906,9.503976798441728e-06,9.954166671377608e-06,0.000408863503253,0.0003425987379159,1.000554334495973e-06,0.0050996583886444,6.89583384883008e-06,7.898915100668091e-06,0.0001089583165594,2.8467493393691257e-06,7.538671553675158e-08,0.0008122707367874,2.4812957235553768e-06,2.3486454665544443e-06,5.3954438044456765e-05,4.326539510657312e-06,2.2501009766529026e-07,2.5521423197005788e-08,2.002704668768729e-10,1.772534119481861e-08,5.630587576049839e-12,5.220521757109964e-07,9.885195773051692e-09,2.223361434516846e-06,1.4266717016653274e-06,1.4721219940838637e-06,1.9710199694600306e-08,5.589247393800179e-07,5.348513454350724e-08,3.251678006715997e-12,2.20499032366206e-07,2.495786632916719e-10,1.0696158625478349e-08,5.618551767838653e-06,2.30545197155152e-07,4.853242216995568e-07,6.395050600183081e-10,1.5190749991234043e-08,8.953269792222327e-10,4.5069961096544375e-09,1.0867170274764248e-08
956,0,test,0.001730813877657,0.0002235441497759,0.0003007702180184,0.0034762900322675,0.0006163770449347,5.048384537076345e-07,0.0076311361044645,0.0004337553691584,0.0005757801118306,0.0009482079185545,3.484127955744043e-05,2.2767680718516209e-07,0.0154713252559304,0.000768061785493,0.0019270632183179,0.0012560482136905,4.579927917802706e-05,7.640638273187506e-07,4.435889167098139e-08,5.6157496430842e-09,3.422510985728877e-08,6.290864718039302e-09,2.3839140339987352e-05,7.956010108500777e-07,9.20519232749939e-05,1.264936940970074e-06,1.018446823763952e-06,2.145524291563561e-07,1.802288807084551e-06,4.810714244740666e-07,3.9053688283274823e-08,4.779669779964024e-07,5.473251363241616e-08,1.6088191046037537e-07,1.766746208886616e-05,2.049843487839098e-06,0.0020356755703687,4.211985924484907e-06,1.446528585802298e-06,4.537834570328414e-07,1.5898773426670232e-06,4.582647363804426e-07
957,0,test,0.0003562786150723,0.0001507885172031,7.061541691655293e-05,0.0001553655602037,4.996631105314009e-05,1.930265938199227e-07,0.0003971451369579,0.0003774825599975,6.680052320007235e-05,0.000184086849913,6.572750862687826e-06,2.285535600776712e-07,0.0005140698049217,0.0003347138990648,0.0001300997828366,0.0001231982168974,3.065946430069744e-06,1.1641087382940897e-07,6.076149361433636e-08,6.693670684398968e-08,1.650578980161299e-07,1.0553056206674682e-08,8.86951238499023e-06,5.090947752250941e-08,3.327185913803987e-05,2.2293138499662746e-06,3.897908300132258e-06,4.469432042242261e-07,3.759313131013186e-06,1.297955350310076e-06,2.795423483803461e-07,1.6904290532693267e-05,1.809121840778971e-06,6.941292667761445e-06,1.17284416774055e-05,6.579583100574382e-07,0.0023781319614499,3.705245262608514e-06,6.370030860125553e-06,1.2445626680346322e-06,4.569958207412128e-07,3.806969459674292e-07
958,0,test,0.0005877789808437,0.0010364912450313,0.0008566834731027,0.0019907692912966,0.0001149588424596,2.2824006862265378e-07,0.0010562278330326,0.0001510284928372,8.543900185031816e-05,0.0001029067789204,5.243863779469393e-05,2.903649374275119e-07,0.000286764872726,8.919158972275909e-06,1.082925791706657e-05,3.282360194134526e-05,5.381971277529374e-05,8.82826270753867e-07,2.9722152703470783e-06,1.7548525477195653e-07,1.984493110285257e-06,1.8389663125617522e-07,2.5843289677141e-06,1.9073208790132412e-08,1.703474481473677e-05,3.45257490153017e-07,4.48180827561373e-07,3.4642887669633644e-08,5.144821102476271e-07,1.7281969633131666e-07,3.534408961058944e-07,0.0001165419453172,1.040521965478547e-06,1.6112484445329756e-05,1.4514243957819415e-05,5.6399876768864494e-08,0.0018969203811138,8.301858542836271e-07,1.4507046444123262e-06,2.426137655220373e-07,2.162629471058608e-07,4.1930722005645293e-08
959,0,test,0.0008202473982237,0.0008889192831702,0.0003909010847564,0.0008202480967156,0.0001769307564245,1.370116365251306e-06,0.0001785009371815,0.0001804435596568,3.593403016566299e-05,6.561261398019269e-05,1.455999881727621e-05,1.6345160247510648e-07,0.0022310211788862,0.000354646006599,0.0002809088327921,0.0002781526709441,5.345710633264389e-06,1.0981548115296393e-07,1.1619931683526374e-08,1.4756581512287426e-09,3.176039875540937e-09,3.540689741399205e-09,1.576820523041533e-06,5.926337962591788e-07,1.052623883879278e-05,9.84643122592388e-08,1.538666367650876e-07,2.758255845947133e-08,7.462752478204493e-07,3.140592355066474e-07,4.055356583876346e-08,2.9170914785936475e-06,6.241315730903807e-08,3.6199639907863457e-07,4.294771770219086e-06,1.70908435848105e-07,0.0001688863121671,5.666285574079666e-07,3.655638920463389e-07,3.787712543612543e-08,7.10134528958406e-08,8.624219560715576e-08
960,1,test,0.0001013654546113,5.0047536205966026e-05,3.716415812959895e-05,0.0001788536901585,0.0005829820875078,2.7355733323020104e-07,0.0006024033064022,0.0003661815135274,0.0002172688400605,0.0002876165672205,2.734306872298476e-05,1.3791611763736e-07,0.0001352334948023,9.419307025382297e-05,0.0001030016501317,0.0004292626108508,4.12089611927513e-05,3.36348648488638e-07,6.547984376936711e-09,2.453808711777583e-09,1.0855039533907984e-08,2.1140167394406717e-09,2.074260919471272e-06,7.726540296459916e-09,9.33556930249324e-06,7.482471175990214e-08,2.7437062044555205e-07,3.46746844570589e-08,4.810294171875285e-07,3.4033021734103386e-07,1.1920149312061312e-08,1.2121596171255078e-07,3.718177765676956e-08,1.572617378542418e-07,9.499660791334464e-07,1.2316891684349685e-07,0.000456159497844,4.746196964333649e-07,2.988528535752266e-07,1.909934894683829e-07,1.4540049164679658e-07,1.4601851283657652e-08
961,1,test,0.0002130462235072,6.810928607592359e-05,5.008958032703959e-05,6.480991578428075e-05,3.863305028062314e-05,2.0432009932846995e-06,3.890728112310171e-05,2.069659421977121e-05,7.295926479855552e-06,2.673000199138187e-05,2.1404443032224663e-05,3.108820294528414e-07,0.0007680538692511,3.92090150853619e-05,0.000218191606109,0.0006573373102582,3.18675120070111e-05,3.371148409314628e-07,6.313440881200447e-10,3.8652445133458e-10,9.723657434790312e-10,1.5633399019776562e-09,2.3510115170211066e-06,1.107502622943457e-08,9.222201697411949e-06,5.86272335567628e-07,7.123317686819064e-07,8.95142164836216e-08,7.452459840351366e-07,4.99461066283402e-07,1.9508902937559472e-08,7.219765052468574e-08,4.570119571667419e-08,1.3576674007254041e-07,1.876885846741061e-07,5.5787303665511e-08,3.7188099668128416e-05,7.19783059821566e-08,5.7778635209615465e-08,7.228617704413409e-09,8.416777319553148e-08,1.6206680442110155e-08
962,1,test,0.0001281939767068,0.0001311832020292,3.1658932130085304e-05,6.499578739749268e-05,0.0015649409033358,9.141355690189812e-07,0.0005815503536723,0.0004160870157647,0.0001228988840011,0.0001635169901419,9.81937482720241e-05,4.105991706637724e-07,0.0002291824202984,9.785016300156713e-05,7.315197581192479e-05,0.0006556275184266,8.855756459524855e-05,6.227962217053573e-07,3.890421140795297e-08,4.504219663914455e-09,4.2276866452084505e-08,7.196775175799531e-09,1.3951670325695886e-06,4.508911910505731e-09,5.999015229463112e-06,1.5816985410310738e-07,2.804567600378505e-07,1.6698795235470243e-08,1.1513282061059726e-06,4.893009304396401e-07,1.1318882719990596e-08,6.416474462866972e-08,1.2398824189574498e-08,6.120891526961715e-08,1.0841825996976695e-06,5.2762274549422734e-08,0.0001058558700606,4.886973314910392e-08,1.306246417698276e-07,1.3806285004136498e-08,7.531785684022908e-08,3.602405707070488e-09
963,1,test,0.0005201720632612,0.0003019648429471,0.0002095963573083,0.0003893886168953,9.158575267065316e-05,1.8773697263441139e-07,0.0001681602298049,4.067995178047568e-05,3.622935400926508e-05,8.283891656901687e-05,1.9833638361888006e-05,1.6270577418708856e-07,2.2399952285923064e-05,3.02724693028722e-05,1.145247915701475e-05,1.717418126645498e-05,6.444015980378026e-06,1.3470156545736245e-07,6.118431983281881e-09,2.072915616935233e-09,5.1885371554760695e-09,3.1693732083226678e-09,4.561319656204432e-06,1.9920962657238306e-08,3.192071289959131e-06,4.7925198032316985e-08,3.368371892520372e-08,1.1064237526170473e-08,1.6197371905946056e-06,1.0181047400692478e-06,1.7384319539459623e-09,4.60988900385928e-08,2.3995281317468198e-09,9.103590770109804e-09,1.0604308045003563e-05,3.1728950489196e-07,9.108335689234082e-06,7.710195149002175e-09,3.998043673902885e-09,1.5794242358424526e-08,3.218599715637538e-07,5.6860880448539326e-08
